keyword,title,price,rating,reviews,platform,delivery
men running shoes,HP men running shoes Model 129,-999,4.5,3287,FLIPKART,5 Days
men running shoes,Dell men running shoes Model 277,10071.0,4.9,4560,CROMA,5 Days
power bank fast charging,LG power bank fast charging Model 549,32260.0,4.7,1850,reliance digital,5 Days
power bank fast charging,HP power bank fast charging Model 782,32123.0,2.6,4498,croma,Free Delivery
air fryer India,Boat air fryer India Model 971,12775.0,4.0,2898,reliance digital,Free Delivery
power bank fast charging,Sony power bank fast charging Model 702,,4.7,4883,CROMA,5 Days
office chair ergonomic,Philips office chair ergonomic Model 947,11703.0,4.5,1804,FLIPKART,Free Delivery
office chair ergonomic,Nike office chair ergonomic Model 977 !!!,41365.0,3.8,1093,CROMA,Free Delivery
microwave oven convection,Dell microwave oven convection Model 270,35994.0,2.7,2870,flipkart,5 Days
men running shoes,Philips men running shoes Model 473,,4.2,3085,reliance digital,Free Delivery
office chair ergonomic,HP office chair ergonomic Model 603 !!!,Not Available,3.7,3241,CROMA,2 Days
power bank fast charging,Boat power bank fast charging Model 237,Not Available,4.1,4794,reliance digital,Free Delivery
microwave oven convection,Puma microwave oven convection Model 212,12632.0,3.0,2291,flipkart,Free Delivery
office chair ergonomic,Nike office chair ergonomic Model 698,18380.0,3.1,1698,reliance digital,Free Delivery
men running shoes,LG men running shoes Model 927,10893.0,,3220,flipkart,Free Delivery
air fryer India,Boat air fryer India Model 950,35032.0,3.9,2261,reliance digital,2 Days
microwave oven convection,Samsung microwave oven convection Model 571,10268.0,4.7,3228,flipkart,2 Days
air fryer India,Samsung air fryer India Model 923 !!!,20041.0,4.6,1686,reliance digital,Free Delivery
men running shoes,Nike men running shoes Model 445,6514.0,3.1,3970,amazon,Free Delivery
microwave oven convection,Dell microwave oven convection Model 370,41318.0,3.8,4161,reliance digital,2 Days
office chair ergonomic,Sony office chair ergonomic Model 116 !!!,397700.0,4.2,617,reliance digital,2 Days
air fryer India,Philips air fryer India Model 213,-999,4.4,2655,AMAZON,2 Days
power bank fast charging,Nike power bank fast charging Model 543,19052.0,4.2,3428,FLIPKART,5 Days
air fryer India,HP air fryer India Model 527,38330.0,3.3,1963,FLIPKART,Free Delivery
men running shoes,LG men running shoes Model 798,14557.0,4.2,4101,flipkart,Free Delivery
air fryer India,LG air fryer India Model 268,18575.0,2.8,1910,CROMA,5 Days
power bank fast charging,Samsung power bank fast charging Model 596,26397.0,3.3,1033,reliance digital,Free Delivery
microwave oven convection,LG microwave oven convection Model 315,3378.0,,1762,reliance digital,2 Days
air fryer India,Philips air fryer India Model 594,41057.0,3.6,3166,RELIANCE DIGITAL,2 Days
office chair ergonomic,Samsung office chair ergonomic Model 472,9857.0,,3938,AMAZON,2 Days
power bank fast charging,Sony power bank fast charging Model 327,Not Available,4.6,251,CROMA,5 Days
office chair ergonomic,LG office chair ergonomic Model 239,38994.0,3.0,2868,reliance digital,5 Days
power bank fast charging,Dell power bank fast charging Model 326,35283.0,3.8,4008,AMAZON,2 Days
office chair ergonomic,Philips office chair ergonomic Model 733,2022.0,3.7,4021,FLIPKART,2 Days
men running shoes,Sony men running shoes Model 584,,4.1,many,croma,5 Days
office chair ergonomic,Puma office chair ergonomic Model 306,23833.0,2.6,293,FLIPKART,5 Days
air fryer India,Dell air fryer India Model 376,48528.0,2.6,3673,flipkart,Free Delivery
air fryer India,HP air fryer India Model 976,12662.0,,1032,FLIPKART,5 Days
microwave oven convection,Dell microwave oven convection Model 367,323170.0,3.6,434,amazon,Free Delivery
microwave oven convection,LG microwave oven convection Model 152,5102.0,2.8,2118,reliance digital,5 Days
microwave oven convection,Puma microwave oven convection Model 195,128720.0,4.4,629,amazon,5 Days
microwave oven convection,Puma microwave oven convection Model 523,44457.0,4.5,760,croma,2 Days
office chair ergonomic,Philips office chair ergonomic Model 414,12081.0,3.2,many,AMAZON,Free Delivery
office chair ergonomic,Samsung office chair ergonomic Model 666 !!!,4203.0,4.0,3908,CROMA,5 Days
power bank fast charging,Sony power bank fast charging Model 509,38591.0,2.7,969,RELIANCE DIGITAL,5 Days
office chair ergonomic,LG office chair ergonomic Model 100,7656.0,4.7,778,CROMA,5 Days
air fryer India,Boat air fryer India Model 433,30954.0,4.2,746,amazon,5 Days
power bank fast charging,Samsung power bank fast charging Model 567,2958.0,4.1,4103,CROMA,2 Days
air fryer India,Boat air fryer India Model 908,41753.0,4.3,3905,RELIANCE DIGITAL,Free Delivery
power bank fast charging,Philips power bank fast charging Model 642,Not Available,4.6,2579,RELIANCE DIGITAL,2 Days
office chair ergonomic,Nike office chair ergonomic Model 771,29337.0,3.6,1541,FLIPKART,Free Delivery
power bank fast charging,Philips power bank fast charging Model 461,,3.1,4526,AMAZON,2 Days
men running shoes,Nike men running shoes Model 359,Not Available,3.9,4643,AMAZON,Free Delivery
air fryer India,HP air fryer India Model 541,44752.0,4.6,3692,RELIANCE DIGITAL,2 Days
office chair ergonomic,Nike office chair ergonomic Model 207,18384.0,3.9,3798,FLIPKART,2 Days
office chair ergonomic,Philips office chair ergonomic Model 666,Not Available,5.0,1871,reliance digital,2 Days
microwave oven convection,Samsung microwave oven convection Model 355,19714.0,2.5,658,amazon,Free Delivery
air fryer India,LG air fryer India Model 497,1734.0,4.9,1240,amazon,Free Delivery
power bank fast charging,HP power bank fast charging Model 815 !!!,5912.0,3.6,80,reliance digital,Free Delivery
office chair ergonomic,Nike office chair ergonomic Model 994,33453.0,4.3,1126,reliance digital,Free Delivery
power bank fast charging,LG power bank fast charging Model 347 !!!,16861.0,4.4,1826,CROMA,2 Days
air fryer India,Dell air fryer India Model 326,21328.0,4.5,2894,AMAZON,2 Days
men running shoes,HP men running shoes Model 244,27366.0,4.7,171,AMAZON,5 Days
air fryer India,Philips air fryer India Model 486,32783.0,3.0,3444,RELIANCE DIGITAL,Free Delivery
office chair ergonomic,LG office chair ergonomic Model 829,48662.0,4.2,many,amazon,2 Days
microwave oven convection,Boat microwave oven convection Model 727,16473.0,,4296,CROMA,Free Delivery
air fryer India,LG air fryer India Model 363,10393.0,3.5,many,CROMA,2 Days
air fryer India,Sony air fryer India Model 915,21233.0,4.6,57,CROMA,2 Days
microwave oven convection,Nike microwave oven convection Model 392,18929.0,3.7,4407,AMAZON,Free Delivery
microwave oven convection,Samsung microwave oven convection Model 524,,4.7,1294,AMAZON,Free Delivery
office chair ergonomic,HP office chair ergonomic Model 168,20097.0,3.5,2880,CROMA,2 Days
office chair ergonomic,Nike office chair ergonomic Model 138,33684.0,4.1,4006,croma,5 Days
power bank fast charging,HP power bank fast charging Model 250,38959.0,4.6,579,RELIANCE DIGITAL,2 Days
power bank fast charging,Samsung power bank fast charging Model 407,,3.0,384,reliance digital,5 Days
microwave oven convection,Philips microwave oven convection Model 322,Not Available,4.2,3643,croma,Free Delivery
