keyword,title,price,rating,reviews,platform,delivery,brand,price_range,popularity_score,raw_price,discount
power bank fast charging,Sony power bank fast charging Model 300,9342.0,4.0,3843,croma,2 days,Sony,Mid-Range,33.01707508036073,9342.0,0
office chair ergonomic,Philips office chair ergonomic Model 755,9463.0,3.5,3340,flipkart,free delivery,Philips,Mid-Range,28.39908904824865,9463.0,0
power bank fast charging,Sony power bank fast charging Model 334,9499.0,4.9,4207,croma,free delivery,Sony,Mid-Range,40.88923949664598,9499.0,0
office chair ergonomic,Philips office chair ergonomic Model 887,9713.0,3.7,3026,flipkart,2 days,Philips,Mid-Range,29.656711043380362,9713.0,0
office chair ergonomic,Samsung office chair ergonomic Model 472,9857.0,4.3,3938,amazon,2 days,Samsung,Mid-Range,35.5983333007749,9857.0,0
men running shoes,Boat men running shoes Model 728,9884.0,2.6,4871,croma,free delivery,Boat,Mid-Range,22.077275504413308,9884.0,0
men running shoes,Philips men running shoes Model 793,9884.0,3.1,1285,croma,free delivery,Philips,Mid-Range,22.19380490487245,9884.0,0
power bank fast charging,Samsung power bank fast charging Model 878,9900.0,3.4,3076,croma,5 days,Samsung,Mid-Range,27.307815276094942,9900.0,0
air fryer India,Sony air fryer India Model 515,9979.0,4.4,424,croma,2 days,Sony,Mid-Range,26.629192343267437,9979.0,0
office chair ergonomic,Philips office chair ergonomic Model 137,10015.0,4.0,2426,flipkart,free delivery,Philips,Mid-Range,31.177644822906405,10015.0,0
men running shoes,Boat men running shoes Model 948,10068.0,4.5,3869,reliance digital,2 days,Boat,Mid-Range,37.174544037107225,10068.0,0
men running shoes,Dell men running shoes Model 277,10071.0,4.9,4560,croma,5 days,Dell,Mid-Range,41.28395616588733,10071.0,0
office chair ergonomic,Boat office chair ergonomic Model 251,10118.0,3.7,2270,amazon,2 days,Boat,Mid-Range,28.593509505790568,10118.0,0
men running shoes,Boat men running shoes Model 475,10153.0,2.9,3274,amazon,5 days,Boat,Mid-Range,23.47281212940112,10153.0,0
men running shoes,Puma men running shoes Model 698,10209.0,4.2,1801,reliance digital,5 days,Puma,Mid-Range,31.48594024030679,10209.0,0
office chair ergonomic,LG office chair ergonomic Model 901,10247.0,3.6,2696,reliance digital,2 days,LG,Mid-Range,28.43962316330303,10247.0,0
microwave oven convection,Samsung microwave oven convection Model 571,10268.0,4.7,3228,flipkart,2 days,Samsung,Mid-Range,37.97566052256389,10268.0,0
air fryer India,Sony air fryer India Model 404,10311.0,2.9,2685,croma,free delivery,Sony,Mid-Range,22.89784429354123,10311.0,0
air fryer India,LG air fryer India Model 363,10393.0,3.5,3600,croma,2 days,LG,Mid-Range,28.661384022771067,10393.0,0
air fryer India,LG air fryer India Model 363,10393.0,3.5,1538,croma,2 days,LG,Mid-Range,25.68610846843608,10393.0,0
microwave oven convection,HP microwave oven convection Model 260,10399.0,4.8,1364,croma,2 days,HP,Mid-Range,34.650766596571486,10399.0,0
men running shoes,Samsung men running shoes Model 544,10486.0,2.7,2100,reliance digital,5 days,Samsung,Mid-Range,20.655455492281504,10486.0,0
power bank fast charging,Sony power bank fast charging Model 711,10504.0,3.5,3408,croma,free delivery,Sony,Mid-Range,28.46960995248266,10504.0,0
air fryer India,LG air fryer India Model 797,10526.0,4.7,4373,reliance digital,2 days,LG,Mid-Range,39.402136045812554,10526.0,0
microwave oven convection,Sony microwave oven convection Model 705,10551.0,3.0,1713,croma,free delivery,Sony,Mid-Range,22.339755297473175,10551.0,0
air fryer India,Dell air fryer India Model 810,10588.0,3.9,4559,croma,5 days,Dell,Mid-Range,32.85780381978289,10588.0,0
men running shoes,Samsung men running shoes Model 620,10627.0,2.6,1998,amazon,2 days,Samsung,Mid-Range,19.761046069701038,10627.0,0
men running shoes,LG men running shoes Model 336,10645.0,2.6,1588,amazon,2 days,LG,Mid-Range,19.164236432995462,10645.0,0
power bank fast charging,Puma power bank fast charging Model 127,10720.0,4.3,629,reliance digital,free delivery,Puma,Mid-Range,27.716595223357988,10720.0,0
men running shoes,Boat men running shoes Model 296,10726.0,3.4,3096,flipkart,free delivery,Boat,Mid-Range,27.32984321190889,10726.0,0
men running shoes,Dell men running shoes Model 874,10730.0,2.5,1422,reliance digital,2 days,Dell,Mid-Range,18.15130649522463,10730.0,0
men running shoes,Nike men running shoes Model 571,10750.0,4.4,586,croma,2 days,Nike,Mid-Range,28.05010920724363,10750.0,0
air fryer India,Boat air fryer India Model 608,10828.0,3.3,4277,flipkart,5 days,Boat,Mid-Range,27.59209493581976,10828.0,0
office chair ergonomic,Dell office chair ergonomic Model 783,10831.0,2.8,547,croma,2 days,Dell,Mid-Range,17.657570803454444,10831.0,0
office chair ergonomic,Philips office chair ergonomic Model 477,10866.0,4.2,4350,croma,5 days,Philips,Mid-Range,35.18827612742685,10866.0,0
men running shoes,LG men running shoes Model 927,10893.0,3.4,3220,flipkart,free delivery,LG,Mid-Range,27.463320307726075,10893.0,0
office chair ergonomic,HP office chair ergonomic Model 981,10915.0,3.5,2068,amazon,free delivery,HP,Mid-Range,26.7218723721094,10915.0,0
power bank fast charging,LG power bank fast charging Model 382,10945.0,2.9,3032,amazon,free delivery,LG,Mid-Range,23.250191772296887,10945.0,0
office chair ergonomic,Sony office chair ergonomic Model 546,11042.0,3.0,571,flipkart,free delivery,Sony,Mid-Range,19.047416974139395,11042.0,0
power bank fast charging,Samsung power bank fast charging Model 384,11076.0,4.4,2498,amazon,free delivery,Samsung,Mid-Range,34.42404209567379,11076.0,0
microwave oven convection,LG microwave oven convection Model 443,11089.0,4.4,3882,amazon,2 days,LG,Mid-Range,36.36319865081934,11089.0,0
air fryer India,HP air fryer India Model 755,11309.0,3.6,4502,flipkart,2 days,HP,Mid-Range,30.28499683308566,11309.0,0
office chair ergonomic,Boat office chair ergonomic Model 922,11394.0,3.7,3099,reliance digital,5 days,Boat,Mid-Range,29.74488234475098,11394.0,0
power bank fast charging,Philips power bank fast charging Model 136,11469.0,3.4,2456,reliance digital,free delivery,Philips,Mid-Range,26.542767666572008,11469.0,0
men running shoes,Boat men running shoes Model 103,11594.0,3.9,3659,amazon,5 days,Boat,Mid-Range,32.000351862942104,11594.0,0
power bank fast charging,Boat power bank fast charging Model 651,11700.0,4.4,1813,reliance digital,2 days,Boat,Mid-Range,33.01447437497036,11700.0,0
office chair ergonomic,Philips office chair ergonomic Model 947,11703.0,4.5,1804,flipkart,free delivery,Philips,Mid-Range,33.742421418451414,11703.0,0
office chair ergonomic,Nike office chair ergonomic Model 411,11726.0,4.3,3164,croma,5 days,Nike,Mid-Range,34.657605838686585,11726.0,0
microwave oven convection,Puma microwave oven convection Model 871,11766.0,4.5,4784,reliance digital,5 days,Puma,Mid-Range,38.12958586749174,11766.0,0
air fryer India,Samsung air fryer India Model 610,11773.0,3.9,2771,croma,free delivery,Samsung,Mid-Range,30.916565005208195,11773.0,0
air fryer India,Sony air fryer India Model 333,11773.0,3.3,609,croma,free delivery,Sony,Mid-Range,21.16441455865228,11773.0,0
air fryer India,Philips air fryer India Model 646,11773.0,4.6,2746,croma,free delivery,Philips,Mid-Range,36.42401755603826,11773.0,0
microwave oven convection,HP microwave oven convection Model 749,11799.0,3.8,2729,croma,2 days,HP,Mid-Range,30.06581617508022,11799.0,0
microwave oven convection,HP microwave oven convection Model 749,11799.0,4.0,2729,croma,2 days,HP,Mid-Range,31.648227552716023,11799.0,0
men running shoes,Boat men running shoes Model 821,11806.0,3.7,3346,amazon,2 days,Boat,Mid-Range,30.028532894481913,11806.0,0
microwave oven convection,HP microwave oven convection Model 837,11861.0,4.4,1200,amazon,free delivery,HP,Mid-Range,31.20000321715193,11861.0,0
office chair ergonomic,Samsung office chair ergonomic Model 959,11870.0,3.4,3887,flipkart,5 days,Samsung,Mid-Range,28.103210562973118,11870.0,0
office chair ergonomic,Dell office chair ergonomic Model 777,11887.0,2.7,153,flipkart,2 days,Dell,Mid-Range,13.599772026516801,11887.0,0
men running shoes,HP men running shoes Model 632,11908.0,3.5,1442,amazon,5 days,HP,Mid-Range,25.46067845570855,11908.0,0
men running shoes,Puma men running shoes Model 709,11908.0,2.6,4933,amazon,5 days,Puma,Mid-Range,22.110153772432188,11908.0,0
microwave oven convection,Samsung microwave oven convection Model 210,11972.0,3.6,629,flipkart,2 days,Samsung,Mid-Range,23.204591349788082,11972.0,0
microwave oven convection,Philips microwave oven convection Model 749,12002.0,4.2,1195,flipkart,2 days,Philips,Mid-Range,29.764299324944425,12002.0,0
microwave oven convection,Philips microwave oven convection Model 744,12043.0,3.9,3591,croma,5 days,Philips,Mid-Range,31.92721127474615,12043.0,0
office chair ergonomic,Sony office chair ergonomic Model 822,12081.0,4.1,4670,amazon,free delivery,Sony,Mid-Range,34.64142668805864,12081.0,0
office chair ergonomic,Philips office chair ergonomic Model 414,12081.0,3.2,2235,amazon,free delivery,Philips,Mid-Range,24.67982026967997,12081.0,0
office chair ergonomic,Puma office chair ergonomic Model 823,12081.0,3.4,937,amazon,free delivery,Puma,Mid-Range,23.268749826621164,12081.0,0
office chair ergonomic,Philips office chair ergonomic Model 414,12081.0,3.2,1965,amazon,free delivery,Philips,Mid-Range,24.268020162262758,12081.0,0
office chair ergonomic,LG office chair ergonomic Model 731,12081.0,3.0,3496,amazon,free delivery,LG,Mid-Range,24.47898221119013,12081.0,0
microwave oven convection,Boat microwave oven convection Model 117,12123.0,4.6,4412,flipkart,5 days,Boat,Mid-Range,38.604626042639914,12123.0,0
men running shoes,Nike men running shoes Model 773,12222.0,4.3,3755,amazon,5 days,Nike,Mid-Range,35.39377231341106,12222.0,0
microwave oven convection,Puma microwave oven convection Model 455,12233.0,2.6,129,flipkart,2 days,Puma,Mid-Range,12.655589571184514,12233.0,0
power bank fast charging,Philips power bank fast charging Model 895,12239.0,4.6,2596,croma,2 days,Philips,Mid-Range,36.16571617364864,12239.0,0
power bank fast charging,Sony power bank fast charging Model 286,12239.0,3.7,4088,croma,2 days,Sony,Mid-Range,30.76940616534918,12239.0,0
power bank fast charging,LG power bank fast charging Model 599,12239.0,5.0,4919,croma,2 days,LG,Mid-Range,42.50531904743177,12239.0,0
power bank fast charging,Puma power bank fast charging Model 122,12239.0,4.7,3770,croma,2 days,Puma,Mid-Range,38.70494883711428,12239.0,0
power bank fast charging,Dell power bank fast charging Model 484,12239.0,3.0,1454,croma,2 days,Dell,Mid-Range,21.84828353881678,12239.0,0
air fryer India,LG air fryer India Model 734,12278.0,3.7,3022,flipkart,free delivery,LG,Mid-Range,29.651818480684,12278.0,0
microwave oven convection,Samsung microwave oven convection Model 999,12362.0,3.6,3512,croma,5 days,Samsung,Mid-Range,29.39121234815698,12362.0,0
men running shoes,Philips men running shoes Model 417,12377.0,4.1,1839,flipkart,5 days,Philips,Mid-Range,30.821835487472423,12377.0,0
microwave oven convection,Puma microwave oven convection Model 666,12418.0,3.5,4483,reliance digital,free delivery,Puma,Mid-Range,29.428947744672175,12418.0,0
men running shoes,Nike men running shoes Model 955,12436.0,2.8,4004,amazon,2 days,Nike,Mid-Range,23.226836806606883,12436.0,0
office chair ergonomic,HP office chair ergonomic Model 389,12474.0,5.0,1626,amazon,5 days,HP,Mid-Range,36.972465536095186,12474.0,0
air fryer India,Sony air fryer India Model 462,12476.5,3.5,3710,flipkart,2 days,Sony,Mid-Range,28.766698313712094,12476.5,0
air fryer India,Sony air fryer India Model 387,12476.5,3.4,3668,flipkart,2 days,Sony,Mid-Range,27.90609304280796,12476.5,0
men running shoes,Sony men running shoes Model 238,12511.0,4.8,910,flipkart,2 days,Sony,Mid-Range,32.7098059068478,12511.0,0
men running shoes,Philips men running shoes Model 776,12533.0,4.8,208,flipkart,free delivery,Philips,Mid-Range,25.643204409431092,12533.0,0
office chair ergonomic,Puma office chair ergonomic Model 296,12559.0,4.4,2806,reliance digital,free delivery,Puma,Mid-Range,34.935434935992284,12559.0,0
office chair ergonomic,Philips office chair ergonomic Model 290,12568.0,3.3,1037,amazon,free delivery,Philips,Mid-Range,22.91866851029525,12568.0,0
microwave oven convection,Nike microwave oven convection Model 978,12578.0,2.7,788,flipkart,2 days,Nike,Mid-Range,18.01106906628386,12578.0,0
power bank fast charging,Dell power bank fast charging Model 326,12582.0,4.4,3935,amazon,5 days,Dell,Mid-Range,36.422849135957435,12582.0,0
power bank fast charging,Philips power bank fast charging Model 708,12594.0,4.1,4687,reliance digital,free delivery,Philips,Mid-Range,34.65632145815307,12594.0,0
men running shoes,Dell men running shoes Model 997,12597.0,4.2,3096,amazon,5 days,Dell,Mid-Range,33.76039455588746,12597.0,0
microwave oven convection,Samsung microwave oven convection Model 262,12598.0,4.0,329,amazon,2 days,Samsung,Mid-Range,23.196370617842103,12598.0,0
microwave oven convection,Sony microwave oven convection Model 316,12598.0,4.8,760,amazon,2 days,Sony,Mid-Range,31.84624011773609,12598.0,0
microwave oven convection,Philips microwave oven convection Model 635,12598.0,4.1,3062,amazon,2 days,Philips,Mid-Range,32.91131543801437,12598.0,0
air fryer India,Sony air fryer India Model 331,12621.0,3.0,2262,flipkart,free delivery,Sony,Mid-Range,23.17333993690061,12621.0,0
microwave oven convection,Puma microwave oven convection Model 212,12632.0,3.0,2291,flipkart,free delivery,Puma,Mid-Range,23.21154023350389,12632.0,0
air fryer India,HP air fryer India Model 976,12662.0,3.6,1032,flipkart,5 days,HP,Mid-Range,24.984800888830698,12662.0,0
microwave oven convection,Samsung microwave oven convection Model 524,12668.0,4.7,1294,amazon,free delivery,Samsung,Mid-Range,33.6814500784281,12668.0,0
microwave oven convection,Sony microwave oven convection Model 488,12668.0,3.1,2333,amazon,free delivery,Sony,Mid-Range,24.041550319824154,12668.0,0
men running shoes,Sony men running shoes Model 596,12685.0,5.0,1964,flipkart,2 days,Sony,Mid-Range,37.91623762151681,12685.0,0
air fryer India,HP air fryer India Model 491,12698.0,3.6,3540,reliance digital,free delivery,HP,Mid-Range,29.419792027602856,12698.0,0
air fryer India,Boat air fryer India Model 971,12775.0,4.0,2898,reliance digital,free delivery,Boat,Mid-Range,31.88848451568662,12775.0,0
power bank fast charging,HP power bank fast charging Model 169,12817.0,4.8,3939,flipkart,2 days,HP,Mid-Range,39.7388928110015,12817.0,0
microwave oven convection,LG microwave oven convection Model 741,12854.0,4.0,1502,croma,5 days,LG,Mid-Range,29.2608735590119,12854.0,0
microwave oven convection,Puma microwave oven convection Model 195,12872.0,4.4,629,amazon,5 days,Puma,Mid-Range,28.361167205296546,12872.0,0
office chair ergonomic,Puma office chair ergonomic Model 837,13147.0,4.2,32,croma,5 days,Puma,Mid-Range,14.685331758159217,13147.0,0
office chair ergonomic,LG office chair ergonomic Model 374,13147.0,4.5,1364,croma,5 days,LG,Mid-Range,32.48509368428577,13147.0,0
office chair ergonomic,Puma office chair ergonomic Model 514,13147.0,4.4,3775,croma,5 days,Puma,Mid-Range,36.24025031996772,13147.0,0
men running shoes,HP men running shoes Model 974,13155.0,3.6,2057,flipkart,2 days,HP,Mid-Range,27.46616369901838,13155.0,0
microwave oven convection,Boat microwave oven convection Model 962,13198.0,4.3,3270,amazon,2 days,Boat,Mid-Range,34.79925941841505,13198.0,0
men running shoes,LG men running shoes Model 220,13243.0,3.7,1513,flipkart,free delivery,LG,Mid-Range,27.09328860579036,13243.0,0
office chair ergonomic,LG office chair ergonomic Model 994,13287.0,4.6,414,croma,free delivery,LG,Mid-Range,27.730081193061206,13287.0,0
microwave oven convection,Nike microwave oven convection Model 798,13302.0,3.0,4736,croma,free delivery,Nike,Mid-Range,25.389477908771255,13302.0,0
office chair ergonomic,Boat office chair ergonomic Model 912,13315.0,2.7,3479,amazon,2 days,Boat,Mid-Range,22.017926446475006,13315.0,0
microwave oven convection,Puma microwave oven convection Model 155,13333.0,5.0,14,reliance digital,5 days,Puma,Mid-Range,13.54025100551105,13333.0,0
air fryer India,Boat air fryer India Model 361,13406.0,3.0,3322,flipkart,5 days,Boat,Mid-Range,24.325869805063785,13406.0,0
men running shoes,Samsung men running shoes Model 613,13410.0,2.9,1987,reliance digital,2 days,Samsung,Mid-Range,22.025164722927908,13410.0,0
power bank fast charging,LG power bank fast charging Model 622,13442.0,4.9,2243,amazon,5 days,LG,Mid-Range,37.80847480654868,13442.0,0
microwave oven convection,Puma microwave oven convection Model 435,13475.0,4.5,1862,amazon,free delivery,Puma,Mid-Range,33.88474516770715,13475.0,0
